treatment,zip5,unique_key,age,channel_cd,state,canc_month,resp,conv,region,division,cancel_reason_bucket,annual_premium_select,driver_cnt_select,vehicle_cnt_select,polk_flag,pif_own_rent_cd,internet_sale_ind,pif_risk_lvl
HO,2532,244,,DM,MA,7,0,0,Northeast,New_England,Other Company (Y),213,1,1,1,T,Y,B
HO,84081,245,38,DM,UT,10,0,0,West,Mountain,Rate dissatisfaction (Y),550,2,2,1,O,Y,B
HO,70631,246,,DM,LA,21,0,0,South,West_South_Central,Non-Payment,627,2,1,1,O,N,C
HO,20904,247,67,DM_EM,MD,12,0,0,South,South_Atlantic,Other Company (Y),885,4,1,1,O,N,B
HO,14150,248,45,DM,NY,16,0,0,Northeast,Middle_Atlantic,No reason given (Y),1187,1,1,1,,,
HO,28056,249,38,DM,NC,16,0,0,South,South_Atlantic,Non-Payment,312,2,1,1,,,
HO,2301,250,35,DM,MA,7,0,0,Northeast,New_England,Other Company (Y),939,1,1,1,T,Y,B
HO,97021,251,,DM,OR,4,0,0,West,Pacific,Non-Payment,1309,2,1,0,T,N,B
HO,38367,252,43,DM_EM,TN,7,0,0,South,East_South_Central,Other Company (Y),424,2,1,1,T,Y,B
HO,23803,253,31,DM,VA,8,0,0,South,South_Atlantic,Non-Payment,401,1,1,1,T,Y,C
HO,41031,254,26,DM_EM,KY,14,0,0,South,East_South_Central,Rate dissatisfaction (Y),1273,2,2,1,O,Y,B
HO,46112,255,,DM,IN,20,0,0,Midwest,East_North_Central,Rate dissatisfaction (Y),959,2,2,1,T,Y,D
HO,32224,256,24,DM,FL,10,0,0,South,South_Atlantic,Sold car/Inoperable/Not running (Y),813,1,1,1,,,
HO,21620,257,,DM,MD,6,0,0,South,South_Atlantic,Non-Payment,1565,1,1,1,T,N,D
HO,92122,258,27,DM,CA,19,0,0,West,Pacific,Non-Payment,327,2,1,1,T,Y,D
HO,34952,259,30,DM,FL,11,0,0,South,South_Atlantic,Other Company (Y),1690,2,2,1,T,Y,C
HO,97078,260,62,DM,OR,5,0,0,West,Pacific,Non-Payment,1061,2,2,1,O,Y,B
HO,11372,261,60,DM_EM,NY,18,0,0,Northeast,Middle_Atlantic,Sold car/Inoperable/Not running (Y),719,1,1,1,T,N,B
HO,80210,262,31,DM,CO,18,0,0,West,Mountain,Non-Payment,476,1,1,0,T,Y,C
HO,70461,263,35,DM,LA,9,0,0,South,West_South_Central,Other Company (Y),2727,2,2,1,T,Y,B
HO,70510,264,68,DM,LA,22,0,0,South,West_South_Central,Rate dissatisfaction (Y),1780,1,1,1,T,Y,C
HO,53042,265,,DM,WI,24,0,0,Midwest,East_North_Central,Non-Payment,443,1,1,0,O,Y,B
HO,38801,266,32,DM,MS,14,0,0,South,East_South_Central,Others,787,2,1,1,T,Y,B
HO,30024,267,,DM,GA,5,0,0,South,South_Atlantic,Other Company (Y),1137,2,1,1,T,Y,B
HO,29073,268,,DM,SC,7,0,0,South,South_Atlantic,Non-Payment,4406,1,3,1,T,N,D
HO,30705,269,79,DM_EM,GA,20,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1103,1,1,1,O,Y,C
HO,15301,270,59,DM_EM,PA,7,0,0,Northeast,Middle_Atlantic,Other Company (Y),932,1,1,1,T,N,C
HO,63129,271,41,DM,MO,10,0,0,Midwest,West_North_Central,Rate dissatisfaction (Y),1128,1,1,1,T,Y,D
HO,66762,272,46,DM,KS,6,0,0,Midwest,West_North_Central,Non-Payment,351,1,1,1,T,Y,C
HO,20019,273,61,DM,DC,8,0,0,South,South_Atlantic,Other Company (Y),1273,2,1,1,T,Y,B
HO,66713,274,60,DM,KS,8,0,0,Midwest,West_North_Central,Non-Payment,1124,1,1,1,T,Y,C
HO,85142,275,29,DM,AZ,20,0,0,West,Mountain,Other Company (Y),,,,1,T,Y,C
HO,80104,276,47,DM_EM,CO,24,0,0,West,Mountain,Other Company (Y),1223,2,2,1,T,Y,B
HO,14610,277,26,DM,NY,18,0,0,Northeast,Middle_Atlantic,Non-Payment,1489,2,1,1,T,Y,C
HO,80219,278,44,DM_EM,CO,7,0,0,West,Mountain,Rate dissatisfaction (Y),1941,2,1,1,T,Y,C
HO,36251,279,,DM,AL,24,0,0,South,East_South_Central,Other Company (Y),1610,1,1,1,T,N,C
HO,7832,280,55,DM_EM,NJ,14,0,0,Northeast,Middle_Atlantic,Other Company (Y),427,2,1,1,,,
HO,30238,281,40,DM,GA,8,0,0,South,South_Atlantic,Rate dissatisfaction (Y),2591,2,5,1,O,Y,B
HO,32033,282,35,DM,FL,8,0,0,South,South_Atlantic,Non-Payment,868,2,1,1,O,Y,C
HO,83815,283,75,DM,ID,10,0,0,West,Mountain,No reason given (Y),1463,1,1,1,,,
HO,97231,284,42,DM,OR,16,0,0,West,Pacific,Other Company (Y),574,2,2,1,O,Y,B
HO,14304,285,,DM,NY,19,0,0,Northeast,Middle_Atlantic,Other Company (Y),441,1,1,1,O,Y,B
HO,23836,286,,DM,VA,8,0,0,South,South_Atlantic,Non-Payment,1054,1,1,1,,,
HO,32796,287,22,DM_EM,FL,23,0,0,South,South_Atlantic,Non-Payment,2289,1,1,1,T,N,D
HO,11422,288,35,DM_EM,NY,24,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1561,1,1,1,O,N,B
HO,92592,289,36,DM,CA,21,0,0,West,Pacific,Non-Payment,334,1,1,1,T,N,B
HO,44646,290,80,DM,OH,9,0,0,Midwest,East_North_Central,No reason given (Y),209,1,1,1,T,Y,C
HO,32405,291,,DM,FL,4,0,0,South,South_Atlantic,Other Company (Y),390,2,1,0,O,N,B
HO,66536,292,30,DM,KS,15,0,0,Midwest,West_North_Central,Rate dissatisfaction (Y),286,1,1,1,,,
HO,78109,293,24,DM_EM,TX,23,0,0,South,West_South_Central,Rate dissatisfaction (Y),1137,1,1,1,O,N,C
HO,27406,294,67,DM,NC,7,0,0,South,South_Atlantic,Other Company (Y),361,1,2,1,,,
HO,21054,295,,DM,MD,4,0,0,South,South_Atlantic,Others,1482,1,1,1,T,N,C
HO,2467,296,70,DM,MA,13,0,0,Northeast,New_England,Other Company (Y),1156,1,1,1,,,
HO,26519,297,22,DM,WV,19,0,0,South,South_Atlantic,Rate dissatisfaction (Y),3972,1,1,1,,,
HO,8527,298,43,DM,NJ,22,0,0,Northeast,Middle_Atlantic,Non-Payment,830,1,1,1,T,Y,D
HO,34667,299,,DM,FL,12,0,0,South,South_Atlantic,Other Company (Y),1245,2,1,1,T,N,C
HO,84404,300,32,DM,UT,5,0,0,West,Mountain,Non-Payment,1570,1,2,1,T,N,C
HO,30328,301,,DM,GA,5,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1361,1,1,1,T,Y,C
HO,28269,302,24,DM,NC,8,0,0,South,South_Atlantic,No reason given (Y),949,1,1,1,,,
HO,97756,303,85,DM,OR,13,0,0,West,Pacific,Other Company (Y),502,1,1,1,T,Y,C
HO,19018,304,37,DM,PA,13,0,0,Northeast,Middle_Atlantic,Non-Payment,1210,2,1,1,T,Y,D
HO,8857,305,45,DM,NJ,4,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),936,2,3,1,T,Y,B
HO,98661,306,,DM_EM,WA,7,0,0,West,Pacific,Rate dissatisfaction (Y),459,2,1,1,T,Y,B
HO,73505,307,38,DM,OK,18,0,0,South,West_South_Central,Sold car/Inoperable/Not running (Y),347,1,1,0,T,Y,B
HO,32712,308,,DM_EM,FL,18,0,0,South,South_Atlantic,Other Company (Y),1710,2,2,1,O,N,B
HO,21136,309,30,DM,MD,4,0,0,South,South_Atlantic,Rate dissatisfaction (Y),985,1,1,1,T,Y,C
HO,85286,310,59,DM_EM,AZ,20,0,0,West,Mountain,Rate dissatisfaction (Y),584,2,1,1,O,Y,B
HO,98052,311,56,DM_EM,WA,12,0,0,West,Pacific,Rate dissatisfaction (Y),693,2,1,1,,,
HO,10977,312,,DM_EM,NY,23,0,0,Northeast,Middle_Atlantic,Other Company (Y),,,,1,,,
HO,32811,313,74,DM,FL,19,0,0,South,South_Atlantic,Other Company (Y),2185,2,2,1,O,Y,B
HO,78626,314,35,DM,TX,8,0,0,South,West_South_Central,Non-Payment,1352,1,1,1,T,Y,D
HO,28027,315,29,DM_EM,NC,14,0,0,South,South_Atlantic,No reason given (Y),971,2,3,1,T,Y,B
HO,94605,316,21,DM,CA,6,0,0,West,Pacific,Non-Payment,2705,1,1,1,R,Y,D
HO,21208,317,36,DM,MD,4,0,0,South,South_Atlantic,Other Company (Y),700,1,2,1,O,Y,B
HO,30741,318,36,DM,GA,12,0,0,South,South_Atlantic,Non-Payment,770,2,1,1,O,Y,B
HO,92557,319,64,DM,CA,6,0,0,West,Pacific,Non-Payment,1237,2,3,1,T,N,D
HO,67156,320,32,DM,KS,8,0,0,Midwest,West_North_Central,Rate dissatisfaction (Y),,,,1,T,Y,B
HO,37210,321,,DM,TN,8,0,0,South,East_South_Central,No reason given (Y),588,1,1,1,T,Y,B
HO,40220,322,23,DM,KY,17,0,0,South,East_South_Central,Non-Payment,1639,1,1,1,T,Y,C
HO,15147,323,,DM,PA,23,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1622,1,1,1,T,Y,B
HO,27612,324,27,DM,NC,5,0,0,South,South_Atlantic,Other Company (Y),1271,5,2,1,,,
HO,44067,325,28,DM_EM,OH,14,0,0,Midwest,East_North_Central,Other Company (Y),310,1,1,1,,,
HO,28025,326,42,DM,NC,19,0,0,South,South_Atlantic,Non-Payment,485,1,3,1,,,
HO,18031,327,28,DM,PA,20,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1192,1,1,1,T,Y,B
HO,35150,328,41,DM,AL,22,0,0,South,East_South_Central,Non-Payment,2748,4,2,1,T,N,D
HO,17512,329,,DM,PA,24,0,0,Northeast,Middle_Atlantic,No reason given (Y),729,1,1,1,T,N,D
HO,37421,330,27,DM,TN,11,0,0,South,East_South_Central,Rate dissatisfaction (Y),736,2,2,1,O,Y,C
HO,85705,331,,DM,AZ,8,0,0,West,Mountain,Rate dissatisfaction (Y),1051,1,1,1,,,
HO,76133,332,61,DM,TX,4,0,0,South,West_South_Central,Non-Payment,854,1,1,1,O,N,C
HO,1550,333,35,DM,MA,16,0,0,Northeast,New_England,Non-Payment,1757,1,2,1,R,Y,C
HO,54436,334,50,DM,WI,5,0,0,Midwest,East_North_Central,Other Company (Y),834,3,3,1,O,N,B
HO,8065,335,,DM,NJ,4,0,0,Northeast,Middle_Atlantic,Non-Payment,300,1,1,0,O,N,B
HO,51004,336,58,DM,IA,8,0,0,Midwest,West_North_Central,No reason given (Y),191,1,1,1,,,
HO,55024,337,30,DM,MN,14,0,0,Midwest,West_North_Central,Other Company (Y),270,1,1,1,T,Y,B
HO,78245,338,,DM_EM,TX,7,0,0,South,West_South_Central,Non-Payment,1354,1,1,1,T,Y,D
HO,23661,339,37,DM_EM,VA,20,0,0,South,South_Atlantic,Non-Payment,740,2,1,1,T,Y,D
HO,7601,340,59,DM,NJ,5,0,0,Northeast,Middle_Atlantic,Other Company (Y),3074,3,3,1,O,N,B
HO,26554,341,37,DM,WV,22,0,0,South,South_Atlantic,Non-Payment,456,1,1,1,O,Y,C
HO,45044,342,32,DM,OH,13,0,0,Midwest,East_North_Central,Non-Payment,2217,3,1,1,T,N,C
HO,10314,343,38,DM,NY,6,0,0,Northeast,Middle_Atlantic,Other Company (Y),1634,1,1,1,T,N,C
HO,23602,344,37,DM_EM,VA,20,0,0,South,South_Atlantic,Non-Payment,1676,1,1,1,T,Y,D
HO,84104,345,24,DM_EM,UT,11,0,0,West,Mountain,Other Company (Y),1530,2,2,1,T,Y,D
HO,13732,346,35,DM_EM,NY,23,0,0,Northeast,Middle_Atlantic,Non-Payment,1149,1,1,0,T,Y,C
HO,31206,347,59,DM,GA,12,0,0,South,South_Atlantic,Other Company (Y),688,1,1,1,O,Y,C
HO,78550,348,67,DM,TX,9,0,0,South,West_South_Central,Other Company (Y),1744,2,2,1,O,Y,B
HO,53218,349,56,DM_EM,WI,23,0,0,Midwest,East_North_Central,Non-Payment,1802,2,2,1,T,Y,C
HO,91801,350,72,DM,CA,12,0,0,West,Pacific,Other Company (Y),707,1,1,1,,,
HO,90004,351,51,DM_EM,CA,18,0,0,West,Pacific,Other Company (Y),1277,1,1,1,T,Y,B
HO,32811,352,32,DM,FL,4,0,0,South,South_Atlantic,Non-Payment,,,,1,O,Y,C
HO,85621,353,57,DM,AZ,7,0,0,West,Mountain,Other Company (Y),1183,3,2,1,,,
HO,37064,354,29,DM,TN,7,0,0,South,East_South_Central,Non-Payment,1259,1,1,1,T,Y,D
HO,19138,355,,DM,PA,6,0,0,Northeast,Middle_Atlantic,Other Company (Y),2409,1,1,1,,,
HO,96797,356,22,DM,HI,11,0,0,West,Pacific,Other Company (Y),887,2,1,1,T,N,D
HO,80918,357,27,DM,CO,5,0,0,West,Mountain,Other Company (Y),257,2,1,1,T,Y,D
HO,99320,358,34,DM_EM,WA,12,0,0,West,Pacific,Non-Payment,850,2,2,1,T,N,C
HO,33954,359,38,DM,FL,6,0,0,South,South_Atlantic,Non-Payment,838,2,1,1,T,Y,D
HO,76006,360,31,DM,TX,19,0,0,South,West_South_Central,Other Company (Y),1064,1,1,1,T,Y,C
HO,81008,361,49,DM_EM,CO,20,0,0,West,Mountain,No reason given (Y),372,2,1,1,O,Y,B
HO,7643,362,53,DM,NJ,22,0,0,Northeast,Middle_Atlantic,Non-Payment,1319,2,1,0,T,N,C
HO,28216,363,29,DM,NC,7,0,0,South,South_Atlantic,Non-Payment,608,1,1,1,,,
HO,32246,364,27,DM,FL,8,0,0,South,South_Atlantic,No reason given (Y),494,1,1,1,T,Y,B
HO,32179,365,51,DM,FL,22,0,0,South,South_Atlantic,Non-Payment,720,1,1,1,O,Y,C
HO,18702,366,,DM_EM,PA,18,0,0,Northeast,Middle_Atlantic,Non-Payment,477,2,1,1,O,Y,B
HO,79108,367,28,DM,TX,19,0,0,South,West_South_Central,Non-Payment,1379,2,2,1,O,Y,B
HO,70607,368,51,DM_EM,LA,18,0,0,South,West_South_Central,Non-Payment,5872,3,5,1,R,Y,C
HO,32127,369,,DM,FL,24,0,0,South,South_Atlantic,Rate dissatisfaction (Y),622,1,1,1,,,
HO,30043,370,30,DM,GA,9,0,0,South,South_Atlantic,Non-Payment,2185,1,1,1,T,Y,C
HO,53562,371,71,DM,WI,8,0,0,Midwest,East_North_Central,Other Company (Y),940,3,4,1,O,Y,C
HO,45214,372,30,DM,OH,19,0,0,Midwest,East_North_Central,Sold car/Inoperable/Not running (Y),525,1,1,1,T,Y,D
HO,63385,373,40,DM,MO,4,0,0,Midwest,West_North_Central,Non-Payment,671,1,1,1,T,Y,D
HO,90035,374,,DM,CA,7,0,0,West,Pacific,Non-Payment,1681,1,1,1,T,Y,B
HO,11211,375,,DM,NY,19,0,0,Northeast,Middle_Atlantic,Other Company (Y),1106,1,1,1,,,
HO,80215,376,58,DM_EM,CO,14,0,0,West,Mountain,Other Company (Y),870,1,1,1,T,Y,D
HO,25701,377,,DM,WV,16,0,0,South,South_Atlantic,Non-Payment,577,1,1,1,T,Y,C
HO,42629,378,35,DM,KY,15,0,0,South,East_South_Central,Rate dissatisfaction (Y),814,2,2,1,O,Y,B
HO,46307,379,26,DM,IN,16,0,0,Midwest,East_North_Central,Sold car/Inoperable/Not running (Y),500,2,1,1,,,
HO,82401,380,24,DM_EM,WY,23,0,0,West,Mountain,Non-Payment,1570,1,1,1,T,N,B
HO,77571,381,67,DM,TX,10,0,0,South,West_South_Central,Other Company (Y),814,2,2,1,O,N,B
HO,92009,382,,DM,CA,14,0,0,West,Pacific,Sold car/Inoperable/Not running (Y),262,1,1,1,T,Y,B
HO,10036,383,,DM,NY,21,0,0,Northeast,Middle_Atlantic,Sold car/Inoperable/Not running (Y),790,1,1,1,T,N,C
HO,7081,384,67,DM,NJ,13,0,0,Northeast,Middle_Atlantic,Other Company (Y),698,1,3,1,,,
HO,21230,385,53,DM,MD,6,0,0,South,South_Atlantic,Non-Payment,1178,1,1,1,O,Y,D
HO,89502,386,37,DM_EM,NV,23,0,0,West,Mountain,Non-Payment,295,1,1,1,O,Y,C
HO,98003,387,38,DM,WA,8,0,0,West,Pacific,Non-Payment,714,1,1,1,T,Y,D
HO,89074,388,54,DM,NV,7,0,0,West,Mountain,Other Company (Y),1124,1,1,1,T,N,B
HO,60453,389,,DM,IL,14,0,0,Midwest,East_North_Central,Non-Payment,924,1,1,1,O,Y,B
HO,27608,390,25,DM,NC,13,0,0,South,South_Atlantic,Others,860,1,1,1,T,Y,B
HO,29160,391,26,DM,SC,16,0,0,South,South_Atlantic,Rate dissatisfaction (Y),739,1,1,1,O,Y,C
HO,92120,392,22,DM,CA,8,0,0,West,Pacific,Non-Payment,918,1,1,1,T,N,B
HO,44120,393,34,DM,OH,15,0,0,Midwest,East_North_Central,Rate dissatisfaction (Y),755,2,1,1,T,Y,C
HO,84078,394,51,DM,UT,8,0,0,West,Mountain,Non-Payment,1593,1,6,1,T,Y,B
HO,65248,395,,DM,MO,19,0,0,Midwest,West_North_Central,Non-Payment,389,1,1,1,T,Y,D
HO,91502,396,,DM,CA,6,0,0,West,Pacific,Other Company (Y),904,2,1,1,T,N,B
HO,76574,397,63,DM_EM,TX,12,0,0,South,West_South_Central,Other Company (Y),878,2,2,1,O,Y,B
HO,45431,398,35,DM,OH,6,0,0,Midwest,East_North_Central,Other Company (Y),355,2,2,1,T,Y,B
HO,95111,399,34,DM,CA,7,0,0,West,Pacific,Non-Payment,1019,2,2,1,T,Y,D
HO,75640,400,35,DM_EM,TX,18,0,0,South,West_South_Central,Non-Payment,1472,2,1,1,T,N,C
HO,60439,401,34,DM,IL,22,0,0,Midwest,East_North_Central,Rate dissatisfaction (Y),1147,2,1,0,O,Y,B
HO,63116,402,25,DM,MO,16,0,0,Midwest,West_North_Central,Other Company (Y),785,1,1,0,,,
HO,30605,403,,DM,GA,8,0,0,South,South_Atlantic,Sold car/Inoperable/Not running (Y),436,2,1,1,T,Y,C
HO,79932,404,41,DM_EM,TX,20,0,0,South,West_South_Central,Non-Payment,911,1,1,0,T,Y,C
HO,36744,405,47,DM,AL,4,0,0,South,East_South_Central,Non-Payment,,,,1,T,Y,C
HO,62240,406,50,DM,IL,22,0,0,Midwest,East_North_Central,Non-Payment,563,2,1,1,T,Y,D
HO,36089,407,28,DM,AL,8,0,0,South,East_South_Central,Non-Payment,419,1,1,1,T,Y,C
HO,76549,408,,DM,TX,4,0,0,South,West_South_Central,Non-Payment,903,1,1,1,T,Y,C
HO,54566,409,36,DM,WI,7,0,0,Midwest,East_North_Central,Non-Payment,2267,1,2,1,O,Y,D
HO,78572,410,84,DM,TX,8,0,0,South,West_South_Central,Non-Payment,1405,1,2,1,O,Y,C
HO,27537,411,30,DM_EM,NC,14,0,0,South,South_Atlantic,Non-Payment,363,1,1,1,,,
HO,77450,412,54,DM,TX,7,0,0,South,West_South_Central,Other Company (Y),1821,4,3,1,O,Y,B
HO,34638,413,41,DM,FL,9,0,0,South,South_Atlantic,Other Company (Y),1730,2,2,1,O,Y,B
HO,34491,414,22,DM,FL,16,0,0,South,South_Atlantic,Non-Payment,768,2,1,1,T,Y,C
HO,40517,415,,DM,KY,4,0,0,South,East_South_Central,Non-Payment,1467,1,1,1,T,N,C
HO,30294,416,39,DM,GA,13,0,0,South,South_Atlantic,Non-Payment,851,2,1,1,O,Y,C
HO,19131,417,33,DM_EM,PA,14,0,0,Northeast,Middle_Atlantic,Non-Payment,1709,1,1,1,T,Y,C
HO,92886,418,61,DM,CA,22,0,0,West,Pacific,Other Company (Y),714,2,1,1,O,Y,D
HO,33312,419,35,DM,FL,23,0,0,South,South_Atlantic,Non-Payment,744,1,1,1,T,N,C
HO,38017,420,27,DM,TN,21,0,0,South,East_South_Central,Sold car/Inoperable/Not running (Y),412,1,1,1,T,Y,B
HO,37865,421,,DM,TN,8,0,0,South,East_South_Central,Non-Payment,1439,2,2,1,T,Y,C
HO,90302,422,30,DM_EM,CA,12,0,0,West,Pacific,Other Company (Y),778,2,1,1,T,Y,B
HO,72113,423,51,DM,AR,12,0,0,South,West_South_Central,Non-Payment,,,,0,T,Y,C
HO,33467,424,80,DM,FL,19,0,0,South,South_Atlantic,Other Company (Y),1218,1,1,1,O,N,B
HO,63090,425,51,DM,MO,4,0,0,Midwest,West_North_Central,Non-Payment,1169,1,1,1,T,Y,C
HO,85704,426,35,DM,AZ,17,0,0,West,Mountain,Other Company (Y),1273,1,1,1,T,Y,D
HO,90810,427,36,DM,CA,5,0,0,West,Pacific,Non-Payment,351,1,1,1,T,Y,D
HO,80004,428,55,DM,CO,16,0,0,West,Mountain,Non-Payment,2203,4,4,1,R,Y,B
HO,35146,429,42,DM,AL,16,0,0,South,East_South_Central,No reason given (Y),1206,1,1,1,T,Y,C
HO,83605,430,23,DM,ID,23,0,0,West,Mountain,Non-Payment,1219,3,1,1,T,N,C
HO,45403,431,31,DM,OH,4,0,0,Midwest,East_North_Central,Non-Payment,1208,1,1,1,T,Y,C
HO,43302,432,29,DM,OH,16,0,0,Midwest,East_North_Central,Non-Payment,645,1,1,1,T,Y,B
HO,8109,433,43,DM,NJ,15,0,0,Northeast,Middle_Atlantic,Sold car/Inoperable/Not running (Y),772,1,1,1,O,Y,D
HO,32137,434,69,DM_EM,FL,11,0,0,South,South_Atlantic,No reason given (Y),783,1,1,1,O,Y,C
HO,27863,435,31,DM,NC,8,0,0,South,South_Atlantic,Non-Payment,1375,1,1,1,,,
HO,60016,436,33,DM,IL,4,0,0,Midwest,East_North_Central,Other Company (Y),722,2,3,1,,,
HO,10305,437,32,DM_EM,NY,23,0,0,Northeast,Middle_Atlantic,Other Company (Y),2105,2,1,1,T,N,C
HO,28150,438,34,DM_EM,NC,7,0,0,South,South_Atlantic,Non-Payment,2194,2,3,1,,,
HO,46131,439,63,DM,IN,10,0,0,Midwest,East_North_Central,No reason given (Y),489,1,1,1,T,N,D
HO,32092,440,55,DM,FL,4,0,0,South,South_Atlantic,Rate dissatisfaction (Y),2148,3,3,1,O,N,B
HO,38361,441,45,DM,TN,13,0,0,South,East_South_Central,Rate dissatisfaction (Y),2012,3,2,1,O,Y,D
HO,33025,442,37,DM,FL,6,0,0,South,South_Atlantic,Non-Payment,1946,1,2,1,T,Y,C
HO,45405,443,42,DM,OH,15,0,0,Midwest,East_North_Central,Rate dissatisfaction (Y),797,2,2,1,O,N,B
HO,77880,444,81,DM,TX,20,0,0,South,West_South_Central,Non-Payment,1302,1,1,1,O,N,C
HO,33435,445,26,DM,FL,9,0,0,South,South_Atlantic,Others,2927,1,1,1,T,Y,B
HO,33510,446,31,DM,FL,22,0,0,South,South_Atlantic,Non-Payment,1469,1,1,1,T,Y,C
HO,90046,447,39,DM,CA,19,0,0,West,Pacific,Sold car/Inoperable/Not running (Y),506,2,1,1,,Y,B
HO,10309,448,49,DM,NY,12,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),4002,4,4,1,O,Y,B
HO,20854,449,,DM,MD,10,0,0,South,South_Atlantic,Other Company (Y),305,1,1,1,T,Y,B
HO,91763,450,,DM,CA,5,0,0,West,Pacific,Non-Payment,1137,1,1,1,T,Y,B
HO,44302,451,,DM_EM,OH,7,0,0,Midwest,East_North_Central,Non-Payment,743,1,1,1,T,Y,C
HO,85396,452,41,DM,AZ,13,0,0,West,Mountain,Non-Payment,878,2,1,1,O,N,C
HO,26104,453,,DM,WV,4,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1605,1,1,1,T,Y,C
HO,79413,454,23,DM_EM,TX,7,0,0,South,West_South_Central,Other Company (Y),678,1,1,1,T,Y,C
HO,38122,455,,DM,TN,16,0,0,South,East_South_Central,Non-Payment,1253,2,1,1,T,N,B
HO,22656,456,,DM_EM,VA,18,0,0,South,South_Atlantic,Other Company (Y),576,1,1,1,O,N,C
HO,33172,457,37,DM,FL,16,0,0,South,South_Atlantic,Non-Payment,811,1,1,1,T,N,B
HO,37373,458,72,DM,TN,16,0,0,South,East_South_Central,Rate dissatisfaction (Y),877,3,2,1,O,N,C
HO,86333,459,68,DM_EM,AZ,14,0,0,West,Mountain,Other Company (Y),438,1,1,1,O,Y,C
HO,30310,460,61,DM,GA,15,0,0,South,South_Atlantic,Non-Payment,4239,1,3,1,T,N,C
HO,78605,461,48,DM,TX,6,0,0,South,West_South_Central,Non-Payment,2907,4,4,1,T,Y,B
HO,75701,462,40,DM,TX,4,0,0,South,West_South_Central,Non-Payment,1591,1,1,1,T,N,D
HO,10467,463,38,DM,NY,6,0,0,Northeast,Middle_Atlantic,Others,2072,2,2,1,T,Y,B
HO,75126,464,66,DM,TX,5,0,0,South,West_South_Central,Other Company (Y),1011,2,3,1,O,N,B
HO,84404,465,52,DM_EM,UT,20,0,0,West,Mountain,Non-Payment,4599,6,5,1,T,Y,B
HO,33609,466,44,DM,FL,6,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1961,2,1,1,T,Y,C
HO,94116,467,,DM,CA,6,0,0,West,Pacific,Other Company (Y),1116,3,1,1,O,Y,B
HO,79103,468,50,DM_EM,TX,24,0,0,South,West_South_Central,Other Company (Y),1687,2,3,1,O,N,B
HO,89005,469,37,DM,NV,6,0,0,West,Mountain,Non-Payment,768,2,1,1,T,Y,B
HO,20772,470,,DM,MD,4,0,0,South,South_Atlantic,Sold car/Inoperable/Not running (Y),940,1,1,1,T,Y,B
HO,75078,471,41,DM,TX,10,0,0,South,West_South_Central,Other Company (Y),1944,2,2,1,O,Y,B
HO,7026,472,26,DM,NJ,13,0,0,Northeast,Middle_Atlantic,Other Company (Y),1292,1,2,1,T,N,C
HO,93635,473,50,DM,CA,5,0,0,West,Pacific,Non-Payment,668,3,2,1,O,Y,D
HO,11554,474,48,DM,NY,22,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),884,2,2,1,O,Y,B
HO,33809,475,28,DM,FL,19,0,0,South,South_Atlantic,Non-Payment,2649,1,2,1,T,Y,C
HO,44139,476,45,DM,OH,10,0,0,Midwest,East_North_Central,Other Company (Y),1014,2,2,1,T,Y,B
HO,8070,477,31,DM_EM,NJ,14,0,0,Northeast,Middle_Atlantic,Sold car/Inoperable/Not running (Y),339,1,1,1,O,Y,C
HO,11717,478,72,DM_EM,NY,7,0,0,Northeast,Middle_Atlantic,Non-Payment,3284,3,2,1,O,Y,B
HO,77584,479,,DM,TX,6,0,0,South,West_South_Central,Non-Payment,4180,3,5,1,O,N,C
HO,29483,480,43,DM,SC,24,0,0,South,South_Atlantic,Non-Payment,1735,1,2,1,T,Y,D
HO,45318,481,33,DM,OH,17,0,0,Midwest,East_North_Central,Non-Payment,1075,1,1,1,T,Y,D
HO,13069,482,,DM,NY,16,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1310,1,1,1,T,N,C
HO,12463,483,28,DM_EM,NY,18,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),924,1,1,1,,Y,B
HO,28311,484,51,DM,NC,19,0,0,South,South_Atlantic,Non-Payment,1024,1,1,1,,,
HO,62704,485,61,DM,IL,24,0,0,Midwest,East_North_Central,Other Company (Y),323,2,1,1,O,Y,B
HO,11417,486,30,DM_EM,NY,18,0,0,Northeast,Middle_Atlantic,Non-Payment,584,1,1,1,O,Y,C
HO,92878,487,47,DM,CA,22,0,0,West,Pacific,Sold car/Inoperable/Not running (Y),,,,1,T,N,B
HO,23454,488,34,DM_EM,VA,20,0,0,South,South_Atlantic,Non-Payment,1002,2,1,1,T,N,D
HO,33189,489,69,DM,FL,4,0,0,South,South_Atlantic,Other Company (Y),1401,2,2,1,O,Y,B
